membership_id,player_id,club_id,season,position,market_value_eur
jobe_bellingham_borussia_dortmund_2025_26,jobe_bellingham,borussia_dortmund,2025-26,Midfielder,40000000
julian_brandt_borussia_dortmund_2025_26,julian_brandt,borussia_dortmund,2025-26,Midfielder,15000000
emre_can_borussia_dortmund_2025_26,emre_can,borussia_dortmund,2025-26,Midfielder,3000000
carney_chukwuemeka_borussia_dortmund_2025_26,carney_chukwuemeka,borussia_dortmund,2025-26,Midfielder,20000000
samuele_inacio_borussia_dortmund_2025_26,samuele_inacio,borussia_dortmund,2025-26,Midfielder,15000000
felix_nmecha_borussia_dortmund_2025_26,felix_nmecha,borussia_dortmund,2025-26,Midfielder,50000000
salih_ozcan_borussia_dortmund_2025_26,salih_ozcan,borussia_dortmund,2025-26,Midfielder,3500000
marcel_sabitzer_borussia_dortmund_2025_26,marcel_sabitzer,borussia_dortmund,2025-26,Midfielder,6000000
daniel_svensson_borussia_dortmund_2025_26,daniel_svensson,borussia_dortmund,2025-26,Midfielder,22000000
karim_adeyemi_borussia_dortmund_2025_26,karim_adeyemi,borussia_dortmund,2025-26,Forward,40000000
mathis_albert_borussia_dortmund_2025_26,mathis_albert,borussia_dortmund,2025-26,Forward,300000
maximilian_beier_borussia_dortmund_2025_26,maximilian_beier,borussia_dortmund,2025-26,Forward,40000000
serhou_guirassy_borussia_dortmund_2025_26,serhou_guirassy,borussia_dortmund,2025-26,Forward,32000000
fabio_silva_borussia_dortmund_2025_26,fabio_silva,borussia_dortmund,2025-26,Forward,22000000
peter_gulacsi_rb_leipzig_2025_26,peter_gulacsi,rb_leipzig,2025-26,Goalkeeper,1000000
maarten_vandevoordt_rb_leipzig_2025_26,maarten_vandevoordt,rb_leipzig,2025-26,Goalkeeper,15000000
leopold_zingerle_rb_leipzig_2025_26,leopold_zingerle,rb_leipzig,2025-26,Goalkeeper,300000
el_chadaille_bitshiabu_rb_leipzig_2025_26,el_chadaille_bitshiabu,rb_leipzig,2025-26,Defender,18000000
max_finkgrafe_rb_leipzig_2025_26,max_finkgrafe,rb_leipzig,2025-26,Defender,5000000
benjamin_henrichs_rb_leipzig_2025_26,benjamin_henrichs,rb_leipzig,2025-26,Defender,7000000
lukas_klostermann_rb_leipzig_2025_26,lukas_klostermann,rb_leipzig,2025-26,Defender,3500000
castello_lukeba_rb_leipzig_2025_26,castello_lukeba,rb_leipzig,2025-26,Defender,50000000
kosta_nedeljkovic_rb_leipzig_2025_26,kosta_nedeljkovic,rb_leipzig,2025-26,Defender,6000000
willi_orban_rb_leipzig_2025_26,willi_orban,rb_leipzig,2025-26,Defender,5000000
david_raum_rb_leipzig_2025_26,david_raum,rb_leipzig,2025-26,Defender,25000000
ridle_baku_rb_leipzig_2025_26,ridle_baku,rb_leipzig,2025-26,Midfielder,12000000
christoph_baumgartner_rb_leipzig_2025_26,christoph_baumgartner,rb_leipzig,2025-26,Midfielder,40000000
andrija_maksimovic_rb_leipzig_2025_26,andrija_maksimovic,rb_leipzig,2025-26,Midfielder,9000000
assan_ouedraogo_rb_leipzig_2025_26,assan_ouedraogo,rb_leipzig,2025-26,Midfielder,28000000
xaver_schlager_rb_leipzig_2025_26,xaver_schlager,rb_leipzig,2025-26,Midfielder,10000000
nicolas_seiwald_rb_leipzig_2025_26,nicolas_seiwald,rb_leipzig,2025-26,Midfielder,25000000
johan_bakayoko_rb_leipzig_2025_26,johan_bakayoko,rb_leipzig,2025-26,Forward,20000000
ezechiel_banzuzi_rb_leipzig_2025_26,ezechiel_banzuzi,rb_leipzig,2025-26,Forward,16000000
yan_diomande_rb_leipzig_2025_26,yan_diomande,rb_leipzig,2025-26,Forward,90000000
tidiam_gomis_rb_leipzig_2025_26,tidiam_gomis,rb_leipzig,2025-26,Forward,5000000
brajan_gruda_rb_leipzig_2025_26,brajan_gruda,rb_leipzig,2025-26,Forward,28000000
conrad_harder_rb_leipzig_2025_26,conrad_harder,rb_leipzig,2025-26,Forward,17000000
samba_konate_rb_leipzig_2025_26,samba_konate,rb_leipzig,2025-26,Forward,1000000
antonio_nusa_rb_leipzig_2025_26,antonio_nusa,rb_leipzig,2025-26,Forward,32000000
romulo_cardoso_rb_leipzig_2025_26,romulo_cardoso,rb_leipzig,2025-26,Forward,30000000
alexander_nubel_vfb_stuttgart_2025_26,alexander_nubel,vfb_stuttgart,2025-26,Goalkeeper,12000000
fabian_bredlow_vfb_stuttgart_2025_26,fabian_bredlow,vfb_stuttgart,2025-26,Goalkeeper,700000
stefan_drljaca_vfb_stuttgart_2025_26,stefan_drljaca,vfb_stuttgart,2025-26,Goalkeeper,300000
florian_hellstern_vfb_stuttgart_2025_26,florian_hellstern,vfb_stuttgart,2025-26,Goalkeeper,2500000
ameen_al_dakhil_vfb_stuttgart_2025_26,ameen_al_dakhil,vfb_stuttgart,2025-26,Defender,3000000
lorenz_assignon_vfb_stuttgart_2025_26,lorenz_assignon,vfb_stuttgart,2025-26,Defender,9000000
jeff_chabot_vfb_stuttgart_2025_26,jeff_chabot,vfb_stuttgart,2025-26,Defender,15000000
ramon_hendriks_vfb_stuttgart_2025_26,ramon_hendriks,vfb_stuttgart,2025-26,Defender,25000000
maximilian_herwerth_vfb_stuttgart_2025_26,maximilian_herwerth,vfb_stuttgart,2025-26,Defender,500000
luca_jaquez_vfb_stuttgart_2025_26,luca_jaquez,vfb_stuttgart,2025-26,Defender,10000000
finn_jeltsch_vfb_stuttgart_2025_26,finn_jeltsch,vfb_stuttgart,2025-26,Defender,35000000
maximilian_mittelstadt_vfb_stuttgart_2025_26,maximilian_mittelstadt,vfb_stuttgart,2025-26,Defender,18000000
nikolas_nartey_vfb_stuttgart_2025_26,nikolas_nartey,vfb_stuttgart,2025-26,Defender,10000000
pascal_stenzel_vfb_stuttgart_2025_26,pascal_stenzel,vfb_stuttgart,2025-26,Defender,1200000
josha_vagnoman_vfb_stuttgart_2025_26,josha_vagnoman,vfb_stuttgart,2025-26,Defender,10000000
dan_axel_zagadou_vfb_stuttgart_2025_26,dan_axel_zagadou,vfb_stuttgart,2025-26,Defender,2000000
chema_andres_vfb_stuttgart_2025_26,chema_andres,vfb_stuttgart,2025-26,Midfielder,20000000
mirza_catovic_vfb_stuttgart_2025_26,mirza_catovic,vfb_stuttgart,2025-26,Midfielder,3000000
bilal_el_khannouss_vfb_stuttgart_2025_26,bilal_el_khannouss,vfb_stuttgart,2025-26,Midfielder,35000000
lazar_jovanovic_vfb_stuttgart_2025_26,lazar_jovanovic,vfb_stuttgart,2025-26,Midfielder,3500000
atakan_karazor_vfb_stuttgart_2025_26,atakan_karazor,vfb_stuttgart,2025-26,Midfielder,8000000
christopher_olivier_vfb_stuttgart_2025_26,christopher_olivier,vfb_stuttgart,2025-26,Midfielder,1000000
lauri_penna_vfb_stuttgart_2025_26,lauri_penna,vfb_stuttgart,2025-26,Midfielder,400000
yanik_spalt_vfb_stuttgart_2025_26,yanik_spalt,vfb_stuttgart,2025-26,Midfielder,750000
angelo_stiller_vfb_stuttgart_2025_26,angelo_stiller,vfb_stuttgart,2025-26,Midfielder,45000000
badredine_bouanani_vfb_stuttgart_2025_26,badredine_bouanani,vfb_stuttgart,2025-26,Forward,10000000
ermedin_demirovic_vfb_stuttgart_2025_26,ermedin_demirovic,vfb_stuttgart,2025-26,Forward,22000000
justin_diehl_vfb_stuttgart_2025_26,justin_diehl,vfb_stuttgart,2025-26,Forward,1800000
chris_fuhrich_vfb_stuttgart_2025_26,chris_fuhrich,vfb_stuttgart,2025-26,Forward,12000000
jeremy_arevalo_vfb_stuttgart_2025_26,jeremy_arevalo,vfb_stuttgart,2025-26,Forward,7000000
jamie_leweling_vfb_stuttgart_2025_26,jamie_leweling,vfb_stuttgart,2025-26,Forward,40000000
tiago_tomas_vfb_stuttgart_2025_26,tiago_tomas,vfb_stuttgart,2025-26,Forward,15000000
deniz_undav_vfb_stuttgart_2025_26,deniz_undav,vfb_stuttgart,2025-26,Forward,22000000
oliver_baumann_hoffenheim_2025_26,oliver_baumann,hoffenheim,2025-26,Goalkeeper,2500000
luca_philipp_hoffenheim_2025_26,luca_philipp,hoffenheim,2025-26,Goalkeeper,750000
kevin_akpoguma_hoffenheim_2025_26,kevin_akpoguma,hoffenheim,2025-26,Defender,1500000
bernardo_hoffenheim_2025_26,bernardo,hoffenheim,2025-26,Defender,4000000
vladimir_coufal_hoffenheim_2025_26,vladimir_coufal,hoffenheim,2025-26,Defender,2500000
kelven_frees_hoffenheim_2025_26,kelven_frees,hoffenheim,2025-26,Defender,300000
valentin_gendrey_hoffenheim_2025_26,valentin_gendrey,hoffenheim,2025-26,Defender,6000000
albian_hajdari_hoffenheim_2025_26,albian_hajdari,hoffenheim,2025-26,Defender,25000000
robin_hranac_hoffenheim_2025_26,robin_hranac,hoffenheim,2025-26,Defender,10000000
ozan_kabak_hoffenheim_2025_26,ozan_kabak,hoffenheim,2025-26,Defender,15000000
leon_avdullahu_hoffenheim_2025_26,leon_avdullahu,hoffenheim,2025-26,Midfielder,30000000
ihlas_bebou_hoffenheim_2025_26,ihlas_bebou,hoffenheim,2025-26,Midfielder,600000
wouter_burger_hoffenheim_2025_26,wouter_burger,hoffenheim,2025-26,Midfielder,20000000
muhammed_damar_hoffenheim_2025_26,muhammed_damar,hoffenheim,2025-26,Midfielder,5000000
luka_djuric_hoffenheim_2025_26,luka_djuric,hoffenheim,2025-26,Midfielder,450000
valentin_lassig_hoffenheim_2025_26,valentin_lassig,hoffenheim,2025-26,Midfielder,700000
florian_micheler_hoffenheim_2025_26,florian_micheler,hoffenheim,2025-26,Midfielder,500000
alexander_prass_hoffenheim_2025_26,alexander_prass,hoffenheim,2025-26,Midfielder,9000000
grischa_promel_hoffenheim_2025_26,grischa_promel,hoffenheim,2025-26,Midfielder,3500000
bazoumana_toure_hoffenheim_2025_26,bazoumana_toure,hoffenheim,2025-26,Midfielder,40000000
fisnik_asllani_hoffenheim_2025_26,fisnik_asllani,hoffenheim,2025-26,Forward,35000000
cole_campbell_hoffenheim_2025_26,cole_campbell,hoffenheim,2025-26,Forward,5000000
yannick_eduardo_hoffenheim_2025_26,yannick_eduardo,hoffenheim,2025-26,Forward,2500000
adam_hlozek_hoffenheim_2025_26,adam_hlozek,hoffenheim,2025-26,Forward,10000000
andrej_kramaric_hoffenheim_2025_26,andrej_kramaric,hoffenheim,2025-26,Forward,2500000
tim_lemperle_hoffenheim_2025_26,tim_lemperle,hoffenheim,2025-26,Forward,17000000
max_moerstedt_hoffenheim_2025_26,max_moerstedt,hoffenheim,2025-26,Forward,7000000
janis_blaswich_bayer_leverkusen_2025_26,janis_blaswich,bayer_leverkusen,2025-26,Goalkeeper,700000
mark_flekken_bayer_leverkusen_2025_26,mark_flekken,bayer_leverkusen,2025-26,Goalkeeper,8000000
niklas_lomb_bayer_leverkusen_2025_26,niklas_lomb,bayer_leverkusen,2025-26,Goalkeeper,250000
jonas_omlin_bayer_leverkusen_2025_26,jonas_omlin,bayer_leverkusen,2025-26,Goalkeeper,1500000
jesper_schlich_bayer_leverkusen_2025_26,jesper_schlich,bayer_leverkusen,2025-26,Goalkeeper,NULL
arthur_bayer_leverkusen_2025_26,arthur,bayer_leverkusen,2025-26,Defender,7000000
loic_bade_bayer_leverkusen_2025_26,loic_bade,bayer_leverkusen,2025-26,Defender,25000000
alejandro_grimaldo_bayer_leverkusen_2025_26,alejandro_grimaldo,bayer_leverkusen,2025-26,Defender,24000000
tim_oermann_bayer_leverkusen_2025_26,tim_oermann,bayer_leverkusen,2025-26,Defender,4000000
jarell_quansah_bayer_leverkusen_2025_26,jarell_quansah,bayer_leverkusen,2025-26,Defender,45000000
edmond_tapsoba_bayer_leverkusen_2025_26,edmond_tapsoba,bayer_leverkusen,2025-26,Defender,35000000
lucas_vazquez_bayer_leverkusen_2025_26,lucas_vazquez,bayer_leverkusen,2025-26,Defender,2500000
robert_andrich_bayer_leverkusen_2025_26,robert_andrich,bayer_leverkusen,2025-26,Midfielder,7000000
montrell_culbreath_bayer_leverkusen_2025_26,montrell_culbreath,bayer_leverkusen,2025-26,Midfielder,5000000
ezequiel_fernandez_bayer_leverkusen_2025_26,ezequiel_fernandez,bayer_leverkusen,2025-26,Midfielder,22000000
aleix_garcia_bayer_leverkusen_2025_26,aleix_garcia,bayer_leverkusen,2025-26,Midfielder,20000000
jonas_hofmann_bayer_leverkusen_2025_26,jonas_hofmann,bayer_leverkusen,2025-26,Midfielder,2000000
ibrahim_maza_bayer_leverkusen_2025_26,ibrahim_maza,bayer_leverkusen,2025-26,Midfielder,40000000
jeremiah_mensah_bayer_leverkusen_2025_26,jeremiah_mensah,bayer_leverkusen,2025-26,Midfielder,2000000
exequiel_palacios_bayer_leverkusen_2025_26,exequiel_palacios,bayer_leverkusen,2025-26,Midfielder,30000000
axel_tape_bayer_leverkusen_2025_26,axel_tape,bayer_leverkusen,2025-26,Midfielder,8000000
nathan_tella_bayer_leverkusen_2025_26,nathan_tella,bayer_leverkusen,2025-26,Midfielder,15000000
malik_tillman_bayer_leverkusen_2025_26,malik_tillman,bayer_leverkusen,2025-26,Midfielder,30000000
eliesse_ben_seghir_bayer_leverkusen_2025_26,eliesse_ben_seghir,bayer_leverkusen,2025-26,Forward,20000000
christian_kofane_bayer_leverkusen_2025_26,christian_kofane,bayer_leverkusen,2025-26,Forward,40000000
ernest_poku_bayer_leverkusen_2025_26,ernest_poku,bayer_leverkusen,2025-26,Forward,18000000
patrik_schick_bayer_leverkusen_2025_26,patrik_schick,bayer_leverkusen,2025-26,Forward,20000000
martin_terrier_bayer_leverkusen_2025_26,martin_terrier,bayer_leverkusen,2025-26,Forward,12000000
noah_atubolu_freiburg_2025_26,noah_atubolu,freiburg,2025-26,Goalkeeper,20000000
florian_muller_freiburg_2025_26,florian_muller,freiburg,2025-26,Goalkeeper,1200000
matthias_ginter_freiburg_2025_26,matthias_ginter,freiburg,2025-26,Defender,6000000
christian_gunter_freiburg_2025_26,christian_gunter,freiburg,2025-26,Defender,2000000
anthony_jung_freiburg_2025_26,anthony_jung,freiburg,2025-26,Defender,700000
lukas_kubler_freiburg_2025_26,lukas_kubler,freiburg,2025-26,Defender,1500000
philipp_lienhart_freiburg_2025_26,philipp_lienhart,freiburg,2025-26,Defender,12000000
jordy_makengo_freiburg_2025_26,jordy_makengo,freiburg,2025-26,Defender,6000000
bruno_ogbus_freiburg_2025_26,bruno_ogbus,freiburg,2025-26,Defender,10000000
max_rosenfelder_freiburg_2025_26,max_rosenfelder,freiburg,2025-26,Defender,6000000
philipp_treu_freiburg_2025_26,philipp_treu,freiburg,2025-26,Defender,10000000
jan_niklas_beste_freiburg_2025_26,jan_niklas_beste,freiburg,2025-26,Midfielder,7000000
maximilian_eggestein_freiburg_2025_26,maximilian_eggestein,freiburg,2025-26,Midfielder,10000000
vincenzo_grifo_freiburg_2025_26,vincenzo_grifo,freiburg,2025-26,Midfielder,5000000
nicolas_hofler_freiburg_2025_26,nicolas_hofler,freiburg,2025-26,Midfielder,500000
johan_manzambi_freiburg_2025_26,johan_manzambi,freiburg,2025-26,Midfielder,35000000
patrick_osterhage_freiburg_2025_26,patrick_osterhage,freiburg,2025-26,Midfielder,12000000
maximilian_philipp_freiburg_2025_26,maximilian_philipp,freiburg,2025-26,Midfielder,600000
rouven_tarnutzer_freiburg_2025_26,rouven_tarnutzer,freiburg,2025-26,Midfielder,175000
lucas_holer_freiburg_2025_26,lucas_holer,freiburg,2025-26,Forward,3000000
cyriaque_irie_freiburg_2025_26,cyriaque_irie,freiburg,2025-26,Forward,8000000
igor_matanovic_freiburg_2025_26,igor_matanovic,freiburg,2025-26,Forward,10000000
derry_scherhant_freiburg_2025_26,derry_scherhant,freiburg,2025-26,Forward,6000000
yuito_suzuki_freiburg_2025_26,yuito_suzuki,freiburg,2025-26,Forward,18000000
kaua_santos_eintracht_frankfurt_2025_26,kaua_santos,eintracht_frankfurt,2025-26,Goalkeeper,7000000
michael_zetterer_eintracht_frankfurt_2025_26,michael_zetterer,eintracht_frankfurt,2025-26,Goalkeeper,4000000
jens_grahl_eintracht_frankfurt_2025_26,jens_grahl,eintracht_frankfurt,2025-26,Goalkeeper,200000
aurele_amenda_eintracht_frankfurt_2025_26,aurele_amenda,eintracht_frankfurt,2025-26,Defender,10000000
elias_baum_eintracht_frankfurt_2025_26,elias_baum,eintracht_frankfurt,2025-26,Defender,4000000
nathaniel_brown_eintracht_frankfurt_2025_26,nathaniel_brown,eintracht_frankfurt,2025-26,Defender,40000000
timothy_chandler_eintracht_frankfurt_2025_26,timothy_chandler,eintracht_frankfurt,2025-26,Defender,350000
nnamdi_collins_eintracht_frankfurt_2025_26,nnamdi_collins,eintracht_frankfurt,2025-26,Defender,20000000
robin_koch_eintracht_frankfurt_2025_26,robin_koch,eintracht_frankfurt,2025-26,Defender,10000000
rasmus_kristensen_eintracht_frankfurt_2025_26,rasmus_kristensen,eintracht_frankfurt,2025-26,Defender,10000000
arthur_theate_eintracht_frankfurt_2025_26,arthur_theate,eintracht_frankfurt,2025-26,Defender,17000000
love_arrhov_eintracht_frankfurt_2025_26,love_arrhov,eintracht_frankfurt,2025-26,Midfielder,5000000
jean_matteo_bahoya_eintracht_frankfurt_2025_26,jean_matteo_bahoya,eintracht_frankfurt,2025-26,Midfielder,25000000
mahmoud_dahoud_eintracht_frankfurt_2025_26,mahmoud_dahoud,eintracht_frankfurt,2025-26,Midfielder,2000000
ritsu_doan_eintracht_frankfurt_2025_26,ritsu_doan,eintracht_frankfurt,2025-26,Midfielder,17000000
mario_gotze_eintracht_frankfurt_2025_26,mario_gotze,eintracht_frankfurt,2025-26,Midfielder,3000000
oscar_hojlund_eintracht_frankfurt_2025_26,oscar_hojlund,eintracht_frankfurt,2025-26,Midfielder,15000000
hugo_larsson_eintracht_frankfurt_2025_26,hugo_larsson,eintracht_frankfurt,2025-26,Midfielder,28000000
ellyes_skhiri_eintracht_frankfurt_2025_26,ellyes_skhiri,eintracht_frankfurt,2025-26,Midfielder,5000000
can_yilmaz_uzun_eintracht_frankfurt_2025_26,can_yilmaz_uzun,eintracht_frankfurt,2025-26,Midfielder,45000000
marvin_dills_eintracht_frankfurt_2025_26,marvin_dills,eintracht_frankfurt,2025-26,Midfielder,800000
ayoube_amaimouni_eintracht_frankfurt_2025_26,ayoube_amaimouni,eintracht_frankfurt,2025-26,Forward,10000000
michy_batshuayi_eintracht_frankfurt_2025_26,michy_batshuayi,eintracht_frankfurt,2025-26,Forward,2000000
jonathan_burkardt_eintracht_frankfurt_2025_26,jonathan_burkardt,eintracht_frankfurt,2025-26,Forward,30000000
fares_chaibi_eintracht_frankfurt_2025_26,fares_chaibi,eintracht_frankfurt,2025-26,Forward,15000000
younes_ebnoutalib_eintracht_frankfurt_2025_26,younes_ebnoutalib,eintracht_frankfurt,2025-26,Forward,8000000
arnaud_kalimuendo_eintracht_frankfurt_2025_26,arnaud_kalimuendo,eintracht_frankfurt,2025-26,Forward,25000000
ansgar_knauff_eintracht_frankfurt_2025_26,ansgar_knauff,eintracht_frankfurt,2025-26,Forward,15000000
alexander_staff_eintracht_frankfurt_2025_26,alexander_staff,eintracht_frankfurt,2025-26,Forward,1000000
finn_dahmen_augsburg_2025_26,finn_dahmen,augsburg,2025-26,Goalkeeper,12000000
daniel_klein_augsburg_2025_26,daniel_klein,augsburg,2025-26,Goalkeeper,150000
nediljko_labrovic_augsburg_2025_26,nediljko_labrovic,augsburg,2025-26,Goalkeeper,2000000
arthur_chaves_augsburg_2025_26,arthur_chaves,augsburg,2025-26,Defender,5000000
noahkai_banks_augsburg_2025_26,noahkai_banks,augsburg,2025-26,Defender,15000000
dimitrios_giannoulis_augsburg_2025_26,dimitrios_giannoulis,augsburg,2025-26,Defender,3000000
jeffrey_gouweleeuw_augsburg_2025_26,jeffrey_gouweleeuw,augsburg,2025-26,Defender,1000000
chrislain_matsima_augsburg_2025_26,chrislain_matsima,augsburg,2025-26,Defender,22000000
mads_pedersen_augsburg_2025_26,mads_pedersen,augsburg,2025-26,Defender,1000000
keven_schlotterbeck_augsburg_2025_26,keven_schlotterbeck,augsburg,2025-26,Defender,6000000
tim_schnitzer_augsburg_2025_26,tim_schnitzer,augsburg,2025-26,Defender,500000
oliver_sorg_augsburg_2025_26,oliver_sorg,augsburg,2025-26,Defender,400000
marius_wolf_augsburg_2025_26,marius_wolf,augsburg,2025-26,Defender,2500000
cedric_zesiger_augsburg_2025_26,cedric_zesiger,augsburg,2025-26,Defender,5000000
robin_fellhauer_augsburg_2025_26,robin_fellhauer,augsburg,2025-26,Midfielder,2500000
ismael_gharbi_augsburg_2025_26,ismael_gharbi,augsburg,2025-26,Midfielder,7000000
kristijan_jakic_augsburg_2025_26,kristijan_jakic,augsburg,2025-26,Midfielder,6000000
yannik_keitel_augsburg_2025_26,yannik_keitel,augsburg,2025-26,Midfielder,2000000
mert_komur_augsburg_2025_26,mert_komur,augsburg,2025-26,Midfielder,12000000
han_noah_massengo_augsburg_2025_26,han_noah_massengo,augsburg,2025-26,Midfielder,5000000
elvis_rexhbecaj_augsburg_2025_26,elvis_rexhbecaj,augsburg,2025-26,Midfielder,3500000
alexis_claude_maurice_augsburg_2025_26,alexis_claude_maurice,augsburg,2025-26,Forward,12000000
michael_gregoritsch_augsburg_2025_26,michael_gregoritsch,augsburg,2025-26,Forward,1500000
anton_kade_augsburg_2025_26,anton_kade,augsburg,2025-26,Forward,7500000
uchenna_ogundu_augsburg_2025_26,uchenna_ogundu,augsburg,2025-26,Forward,4000000
rodrigo_ribeiro_augsburg_2025_26,rodrigo_ribeiro,augsburg,2025-26,Forward,2500000
fabian_rieder_augsburg_2025_26,fabian_rieder,augsburg,2025-26,Forward,8000000
daniel_batz_mainz_2025_26,daniel_batz,mainz,2025-26,Goalkeeper,350000
lasse_riess_mainz_2025_26,lasse_riess,mainz,2025-26,Goalkeeper,500000
robin_zentner_mainz_2025_26,robin_zentner,mainz,2025-26,Goalkeeper,2500000
stefan_bell_mainz_2025_26,stefan_bell,mainz,2025-26,Defender,600000
anthony_caci_mainz_2025_26,anthony_caci,mainz,2025-26,Defender,7000000
andreas_hanche_olsen_mainz_2025_26,andreas_hanche_olsen,mainz,2025-26,Defender,3500000
maxim_leitsch_mainz_2025_26,maxim_leitsch,mainz,2025-26,Defender,800000
lennard_maloney_mainz_2025_26,lennard_maloney,mainz,2025-26,Defender,2500000
phillipp_mwene_mainz_2025_26,phillipp_mwene,mainz,2025-26,Defender,1500000
stefan_posch_mainz_2025_26,stefan_posch,mainz,2025-26,Defender,6000000
kacper_potulski_mainz_2025_26,kacper_potulski,mainz,2025-26,Defender,18000000
nikolas_veratschnig_mainz_2025_26,nikolas_veratschnig,mainz,2025-26,Defender,2500000
silvan_widmer_mainz_2025_26,silvan_widmer,mainz,2025-26,Defender,800000
danny_da_costa_mainz_2025_26,danny_da_costa,mainz,2025-26,Defender,1200000
nadiem_amiri_mainz_2025_26,nadiem_amiri,mainz,2025-26,Midfielder,17000000
sota_kawasaki_mainz_2025_26,sota_kawasaki,mainz,2025-26,Midfielder,2000000
dominik_kohr_mainz_2025_26,dominik_kohr,mainz,2025-26,Midfielder,2000000
jae_sung_lee_mainz_2025_26,jae_sung_lee,mainz,2025-26,Midfielder,2000000
paul_nebel_mainz_2025_26,paul_nebel,mainz,2025-26,Midfielder,18000000
kaishu_sano_mainz_2025_26,kaishu_sano,mainz,2025-26,Midfielder,40000000
sheraldo_becker_mainz_2025_26,sheraldo_becker,mainz,2025-26,Forward,1500000
william_boving_mainz_2025_26,william_boving,mainz,2025-26,Forward,3500000
benedict_hollerbach_mainz_2025_26,benedict_hollerbach,mainz,2025-26,Forward,8000000
fabio_moreno_fell_mainz_2025_26,fabio_moreno_fell,mainz,2025-26,Forward,300000
